country,cause,year,both_sexes_death_rate,male_death_rate,female_death_rate
Bahamas, Total,2016,22[ 18–26],24[ 21–28],19[ 15–23]
Bahamas, Lower respiratory infections,2016,4[ 2–6],4[ 2–6],4[ 2–6]
Bahamas," Trachea, bronchus, lung cancers",2016,1[ 1–2],2[ 1–3],1[ 0–1]
Bahamas, Ischaemic heart disease,2016,11[ 8–13],13[ 10–15],9[ 7–12]
Bahamas, Stroke,2016,5[ 4–7],5[ 4–7],5[ 3–8]
Bahamas, Chronic obstructive pulmonary disease,2016,1[ 0–2],1[ 1–2],1[ 0–1]
Bahrain, Total,2016,15[ 14–17],16[ 14–17],15[ 13–17]
Bahrain, Lower respiratory infections,2016,2[ 1–2],2[ 1–2],2[ 2–2]
Bahrain," Trachea, bronchus, lung cancers",2016,1[ 1–2],2[ 1–2],1[ 1–1]
Bahrain, Ischaemic heart disease,2016,9[ 8–11],10[ 8–11],8[ 7–10]
Bahrain, Stroke,2016,1[ 1–2],1[ 1–2],2[ 1–2]
Bahrain, Chronic obstructive pulmonary disease,2016,1[ 1–2],1[ 1–2],2[ 1–2]
Bangladesh, Total,2016,103[ 94–112],112[ 98–123],95[ 87–102]
Bangladesh, Lower respiratory infections,2016,13[ 11–15],14[ 11–16],13[ 11–14]
Bangladesh," Trachea, bronchus, lung cancers",2016,5[ 4–6],7[ 5–8],2[ 2–3]
Bangladesh, Ischaemic heart disease,2016,31[ 28–35],35[ 31–40],27[ 24–30]
Bangladesh, Stroke,2016,28[ 24–33],27[ 23–31],30[ 26–34]
Bangladesh, Chronic obstructive pulmonary disease,2016,25[ 19–29],27[ 17–35],22[ 18–25]
Barbados, Total,2016,57[ 46–69],60[ 50–71],54[ 43–67]
Barbados, Lower respiratory infections,2016,19[ 11–28],19[ 11–28],19[ 11–28]
Barbados," Trachea, bronchus, lung cancers",2016,2[ 1–3],2[ 1–4],2[ 1–3]
Barbados, Ischaemic heart disease,2016,18[ 14–23],20[ 15–24],17[ 12–22]
Barbados, Stroke,2016,13[ 9–21],13[ 10–19],13[ 8–23]
Barbados, Chronic obstructive pulmonary disease,2016,4[ 2–6],5[ 3–8],3[ 2–5]
Belarus, Total,2016,110[ 86–139],121[ 99–148],100[ 72–135]
Belarus, Lower respiratory infections,2016,2[ 1–3],3[ 1–4],1[ 0–1]
Belarus," Trachea, bronchus, lung cancers",2016,4[ 2–7],8[ 4–13],1[ 1–2]
Belarus, Ischaemic heart disease,2016,83[ 61–109],88[ 69–111],78[ 52–109]
Belarus, Stroke,2016,17[ 12–26],16[ 12–22],18[ 11–29]
Belarus, Chronic obstructive pulmonary disease,2016,4[ 2–6],6[ 3–10],2[ 1–3]
Belgium, Total,2016,39[ 30–51],42[ 33–53],37[ 27–49]
Belgium, Lower respiratory infections,2016,6[ 2–12],6[ 2–11],7[ 3–12]
Belgium," Trachea, bronchus, lung cancers",2016,5[ 2–8],7[ 3–11],3[ 1–5]
Belgium, Ischaemic heart disease,2016,15[ 9–20],16[ 11–20],14[ 8–20]
Belgium, Stroke,2016,6[ 3–12],5[ 3–9],6[ 3–15]
Belgium, Chronic obstructive pulmonary disease,2016,8[ 3–14],9[ 4–17],7[ 3–12]
Belize, Total,2016,35[ 29–42],42[ 35–50],28[ 23–33]
Belize, Lower respiratory infections,2016,9[ 6–12],10[ 7–13],8[ 6–11]
Belize," Trachea, bronchus, lung cancers",2016,2[ 1–3],4[ 2–5],1[ 1–2]
Belize, Ischaemic heart disease,2016,14[ 11–17],17[ 14–21],11[ 9–14]
Belize, Stroke,2016,6[ 5–8],7[ 5–9],5[ 4–7]
Belize, Chronic obstructive pulmonary disease,2016,4[ 2–5],5[ 3–7],2[ 2–3]
Benin, Total,2016,119[ 107–129],115[ 102–127],123[ 111–133]
Benin, Lower respiratory infections,2016,70[ 59–79],70[ 59–79],70[ 59–78]
Benin," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–0],0[ 0–0]
Benin, Ischaemic heart disease,2016,22[ 19–24],21[ 19–24],22[ 19–25]
Benin, Stroke,2016,18[ 15–20],15[ 13–17],20[ 17–23]
Benin, Chronic obstructive pulmonary disease,2016,8[ 6–10],7[ 4–9],9[ 7–10]
Bhutan, Total,2016,88[ 66–106],87[ 65–107],89[ 67–108]
Bhutan, Lower respiratory infections,2016,15[ 11–19],14[ 10–17],16[ 12–20]
Bhutan," Trachea, bronchus, lung cancers",2016,2[ 1–3],2[ 1–3],3[ 2–3]
Bhutan, Ischaemic heart disease,2016,37[ 28–45],39[ 29–48],34[ 25–42]
Bhutan, Stroke,2016,13[ 10–17],12[ 9–16],15[ 10–19]
Bhutan, Chronic obstructive pulmonary disease,2016,20[ 13–26],19[ 11–28],20[ 14–26]
Bolivia (Plurinational State of), Total,2016,55[ 46–65],59[ 49–69],52[ 43–62]
Bolivia (Plurinational State of), Lower respiratory infections,2016,19[ 14–25],21[ 15–27],18[ 13–23]
Bolivia (Plurinational State of)," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–1],1[ 1–2]
Bolivia (Plurinational State of), Ischaemic heart disease,2016,19[ 15–23],21[ 17–26],17[ 13–21]
Bolivia (Plurinational State of), Stroke,2016,8[ 7–11],8[ 7–10],9[ 7–11]
Bolivia (Plurinational State of), Chronic obstructive pulmonary disease,2016,7[ 5–10],7[ 4–10],7[ 5–10]
Bosnia and Herzegovina, Total,2016,159[ 117–204],168[ 122–213],151[ 109–197]
Bosnia and Herzegovina, Lower respiratory infections,2016,5[ 3–6],5[ 3–6],5[ 3–6]
Bosnia and Herzegovina," Trachea, bronchus, lung cancers",2016,19[ 12–27],30[ 18–42],9[ 6–13]
Bosnia and Herzegovina, Ischaemic heart disease,2016,76[ 54–102],77[ 56–100],76[ 50–103]
Bosnia and Herzegovina, Stroke,2016,42[ 28–59],37[ 25–51],47[ 31–66]
Bosnia and Herzegovina, Chronic obstructive pulmonary disease,2016,16[ 10–21],18[ 10–27],13[ 8–17]
Botswana, Total,2016,53[ 42–64],53[ 42–65],53[ 42–64]
Botswana, Lower respiratory infections,2016,19[ 14–24],20[ 15–26],17[ 12–22]
Botswana," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 1–2],0[ 0–0]
Botswana, Ischaemic heart disease,2016,16[ 12–19],13[ 10–17],18[ 14–22]
Botswana, Stroke,2016,10[ 7–12],8[ 6–10],11[ 8–14]
Botswana, Chronic obstructive pulmonary disease,2016,8[ 5–11],10[ 5–14],6[ 4–8]
Brazil, Total,2016,31[ 24–41],34[ 27–44],28[ 22–38]
Brazil, Lower respiratory infections,2016,7[ 4–12],7[ 4–12],7[ 4–12]
Brazil," Trachea, bronchus, lung cancers",2016,2[ 1–3],2[ 1–3],1[ 1–2]
Brazil, Ischaemic heart disease,2016,12[ 9–15],14[ 11–17],10[ 7–13]
Brazil, Stroke,2016,6[ 4–9],6[ 4–9],6[ 4–9]
Brazil, Chronic obstructive pulmonary disease,2016,5[ 3–8],5[ 2–9],5[ 2–7]
Brunei Darussalam, Total,2016,9[ 6–11],10[ 7–13],7[ 5–10]
Brunei Darussalam, Lower respiratory infections,2016,1[ 0–2],1[ 0–2],0[ 0–1]
Brunei Darussalam," Trachea, bronchus, lung cancers",2016,0[ 0–1],0[ 0–1],0[ 0–1]
Brunei Darussalam, Ischaemic heart disease,2016,5[ 3–7],6[ 4–8],4[ 2–5]
Brunei Darussalam, Stroke,2016,2[ 1–3],2[ 1–3],2[ 1–3]
Brunei Darussalam, Chronic obstructive pulmonary disease,2016,1[ 0–2],1[ 0–2],1[ 0–2]
Bulgaria, Total,2016,141[ 103–230],153[ 116–249],129[ 89–218]
Bulgaria, Lower respiratory infections,2016,5[ 2–9],6[ 3–11],4[ 2–8]
Bulgaria," Trachea, bronchus, lung cancers",2016,8[ 4–19],13[ 6–30],3[ 1–8]
Bulgaria, Ischaemic heart disease,2016,79[ 54–122],84[ 61–128],74[ 48–118]
Bulgaria, Stroke,2016,37[ 22–65],35[ 23–58],38[ 21–72]
Bulgaria, Chronic obstructive pulmonary disease,2016,12[ 5–21],15[ 7–27],9[ 4–17]
Burkina Faso, Total,2016,93[ 84–101],89[ 80–97],96[ 87–105]
Burkina Faso, Lower respiratory infections,2016,55[ 47–62],55[ 46–62],55[ 47–62]
Burkina Faso," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 0–1],1[ 0–1]
Burkina Faso, Ischaemic heart disease,2016,21[ 18–23],20[ 18–22],21[ 19–24]
Burkina Faso, Stroke,2016,11[ 10–13],9[ 8–10],13[ 11–15]
Burkina Faso, Chronic obstructive pulmonary disease,2016,4[ 3–5],4[ 2–5],5[ 4–6]
Burundi, Total,2016,100[ 91–109],103[ 92–112],98[ 89–106]
Burundi, Lower respiratory infections,2016,61[ 52–68],63[ 54–71],59[ 50–65]
Burundi," Trachea, bronchus, lung cancers",2016,0[ 0–1],0[ 0–0],0[ 0–1]
Burundi, Ischaemic heart disease,2016,17[ 15–19],18[ 16–20],16[ 14–18]
Burundi, Stroke,2016,14[ 13–16],13[ 11–15],16[ 14–18]
Burundi, Chronic obstructive pulmonary disease,2016,7[ 5–8],7[ 4–9],6[ 5–7]
Cabo Verde, Total,2016,69[ 56–91],67[ 54–88],71[ 57–96]
Cabo Verde, Lower respiratory infections,2016,23[ 17–31],25[ 19–33],22[ 16–29]
Cabo Verde," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 0–1],0[ 0–1]
Cabo Verde, Ischaemic heart disease,2016,27[ 20–37],25[ 19–34],28[ 21–40]
Cabo Verde, Stroke,2016,11[ 8–16],10[ 7–14],12[ 9–17]
Cabo Verde, Chronic obstructive pulmonary disease,2016,6[ 5–9],6[ 3–8],7[ 5–10]
Cambodia, Total,2016,87[ 80–95],84[ 76–92],90[ 82–99]
Cambodia, Lower respiratory infections,2016,29[ 24–33],28[ 24–33],29[ 24–33]
Cambodia," Trachea, bronchus, lung cancers",2016,4[ 3–5],6[ 4–7],3[ 2–4]
Cambodia, Ischaemic heart disease,2016,21[ 18–24],23[ 20–26],19[ 17–22]
Cambodia, Stroke,2016,25[ 21–29],18[ 15–21],31[ 26–36]
Cambodia, Chronic obstructive pulmonary disease,2016,8[ 6–10],9[ 4–12],7[ 6–8]
Cameroon, Total,2016,118[ 103–131],124[ 108–138],111[ 98–123]
Cameroon, Lower respiratory infections,2016,69[ 57–79],75[ 62–86],63[ 53–71]
Cameroon," Trachea, bronchus, lung cancers",2016,0[ 0–1],1[ 0–1],0[ 0–0]
Cameroon, Ischaemic heart disease,2016,21[ 18–24],23[ 20–26],19[ 16–21]
Cameroon, Stroke,2016,17[ 14–19],15[ 13–18],18[ 15–21]
Cameroon, Chronic obstructive pulmonary disease,2016,9[ 7–10],8[ 5–11],9[ 7–10]
Canada, Total,2016,15[ 10–21],16[ 11–21],14[ 9–20]
Canada, Lower respiratory infections,2016,1[ 0–3],1[ 0–2],1[ 0–3]
Canada," Trachea, bronchus, lung cancers",2016,2[ 0–3],2[ 0–4],1[ 0–3]
Canada, Ischaemic heart disease,2016,8[ 5–11],9[ 6–13],6[ 3–11]
Canada, Stroke,2016,2[ 1–5],2[ 1–4],2[ 1–7]
Canada, Chronic obstructive pulmonary disease,2016,3[ 1–6],3[ 1–6],2[ 0–5]
Central African Republic, Total,2016,141[ 128–153],138[ 124–151],144[ 131–155]
Central African Republic, Lower respiratory infections,2016,80[ 68–89],81[ 69–91],78[ 67–87]
Central African Republic," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 1–1],0[ 0–0]
Central African Republic, Ischaemic heart disease,2016,26[ 23–28],26[ 23–29],26[ 22–28]
Central African Republic, Stroke,2016,24[ 21–27],21[ 18–23],27[ 24–31]
Central African Republic, Chronic obstructive pulmonary disease,2016,10[ 8–11],9[ 5–11],11[ 9–12]
Chad, Total,2016,181[ 160–198],187[ 165–205],175[ 156–191]
Chad, Lower respiratory infections,2016,130[ 110–145],137[ 116–153],124[ 105–138]
Chad," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–0],0[ 0–0]
Chad, Ischaemic heart disease,2016,24[ 22–27],26[ 23–29],22[ 20–25]
Chad, Stroke,2016,17[ 15–19],15[ 14–17],19[ 17–21]
Chad, Chronic obstructive pulmonary disease,2016,7[ 6–8],7[ 4–9],8[ 6–9]
Chile, Total,2016,35[ 26–47],37[ 29–50],32[ 24–44]
Chile, Lower respiratory infections,2016,6[ 4–9],6[ 4–9],6[ 4–10]
Chile," Trachea, bronchus, lung cancers",2016,4[ 2–6],4[ 2–7],3[ 2–5]
Chile, Ischaemic heart disease,2016,12[ 9–15],14[ 11–18],9[ 7–13]
Chile, Stroke,2016,7[ 5–11],7[ 5–10],7[ 5–12]
Chile, Chronic obstructive pulmonary disease,2016,6[ 3–10],6[ 3–10],6[ 3–9]
China, Total,2016,140[ 107–171],144[ 110–177],135[ 103–165]
China, Lower respiratory infections,2016,7[ 5–8],7[ 5–8],7[ 5–8]
China," Trachea, bronchus, lung cancers",2016,20[ 13–27],27[ 18–36],13[ 9–17]
China, Ischaemic heart disease,2016,40[ 30–52],38[ 29–49],43[ 32–56]
China, Stroke,2016,39[ 29–50],39[ 29–51],38[ 28–50]
China, Chronic obstructive pulmonary disease,2016,32[ 22–41],32[ 19–43],32[ 23–40]
Colombia, Total,2016,34[ 27–43],38[ 30–48],31[ 24–39]
Colombia, Lower respiratory infections,2016,5[ 3–7],5[ 3–8],5[ 3–7]
Colombia," Trachea, bronchus, lung cancers",2016,2[ 1–4],3[ 1–4],2[ 1–3]
Colombia, Ischaemic heart disease,2016,17[ 13–21],20[ 16–25],14[ 10–18]
Colombia, Stroke,2016,5[ 4–7],5[ 4–7],5[ 4–8]
Colombia, Chronic obstructive pulmonary disease,2016,5[ 3–8],5[ 3–8],5[ 3–7]
Comoros, Total,2016,94[ 84–102],98[ 88–108],89[ 80–97]
Comoros, Lower respiratory infections,2016,52[ 44–59],54[ 46–62],49[ 42–56]
Comoros," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 1–1],0[ 0–0]
Comoros, Ischaemic heart disease,2016,22[ 20–25],24[ 21–27],20[ 18–23]
Comoros, Stroke,2016,13[ 11–15],12[ 11–14],13[ 12–15]
Comoros, Chronic obstructive pulmonary disease,2016,6[ 4–7],6[ 3–9],5[ 4–6]
Congo, Total,2016,73[ 65–80],66[ 58–73],80[ 71–88]
Congo, Lower respiratory infections,2016,34[ 28–39],34[ 28–39],34[ 29–39]
Congo," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–1],0[ 0–0]
Congo, Ischaemic heart disease,2016,18[ 16–21],16[ 14–19],20[ 17–23]
Congo, Stroke,2016,13[ 11–15],9[ 8–11],16[ 13–18]
Congo, Chronic obstructive pulmonary disease,2016,6[ 5–8],5[ 3–6],8[ 6–9]
Costa Rica, Total,2016,27[ 21–34],30[ 24–38],24[ 18–30]
Costa Rica, Lower respiratory infections,2016,3[ 2–5],4[ 2–5],3[ 2–4]
Costa Rica," Trachea, bronchus, lung cancers",2016,1[ 1–2],1[ 1–2],1[ 0–1]
Costa Rica, Ischaemic heart disease,2016,13[ 10–17],16[ 12–20],10[ 7–13]
Costa Rica, Stroke,2016,4[ 3–7],4[ 3–6],4[ 3–7]
Costa Rica, Chronic obstructive pulmonary disease,2016,5[ 3–8],5[ 3–8],5[ 3–8]
Côte d'Ivoire, Total,2016,144[ 127–160],157[ 138–176],130[ 116–144]
Côte d'Ivoire, Lower respiratory infections,2016,76[ 63–88],86[ 71–99],67[ 56–76]
Côte d'Ivoire," Trachea, bronchus, lung cancers",2016,0[ 0–1],1[ 0–1],0[ 0–0]
Côte d'Ivoire, Ischaemic heart disease,2016,34[ 30–39],39[ 33–44],30[ 26–34]
Côte d'Ivoire, Stroke,2016,23[ 20–26],22[ 19–26],24[ 21–28]
Côte d'Ivoire, Chronic obstructive pulmonary disease,2016,9[ 6–11],9[ 5–12],8[ 6–10]
Croatia, Total,2016,86[ 62–126],91[ 67–130],83[ 57–122]
Croatia, Lower respiratory infections,2016,3[ 2–5],4[ 2–6],3[ 1–5]
Croatia," Trachea, bronchus, lung cancers",2016,11[ 5–20],16[ 8–29],6[ 3–11]
Croatia, Ischaemic heart disease,2016,44[ 29–64],43[ 31–60],45[ 27–68]
Croatia, Stroke,2016,18[ 11–33],16[ 10–26],21[ 11–38]
Croatia, Chronic obstructive pulmonary disease,2016,10[ 5–16],11[ 5–19],8[ 4–14]
Cuba, Total,2016,90[ 50–174],95[ 55–184],85[ 45–167]
Cuba, Lower respiratory infections,2016,18[ 7–35],18[ 7–35],18[ 7–36]
Cuba," Trachea, bronchus, lung cancers",2016,12[ 4–27],14[ 5–33],9[ 3–22]
Cuba, Ischaemic heart disease,2016,34[ 20–63],37[ 23–66],32[ 18–60]
Cuba, Stroke,2016,13[ 7–26],13[ 7–26],13[ 6–26]
Cuba, Chronic obstructive pulmonary disease,2016,13[ 5–26],13[ 5–28],12[ 5–25]
Cyprus, Total,2016,33[ 26–40],39[ 31–47],26[ 20–35]
Cyprus, Lower respiratory infections,2016,2[ 1–3],2[ 1–2],2[ 1–3]
Cyprus," Trachea, bronchus, lung cancers",2016,3[ 2–5],5[ 3–8],1[ 1–2]
Cyprus, Ischaemic heart disease,2016,17[ 12–22],21[ 16–26],13[ 8–18]
Cyprus, Stroke,2016,5[ 2–9],4[ 2–7],5[ 2–11]
Cyprus, Chronic obstructive pulmonary disease,2016,6[ 3–10],7[ 3–12],5[ 2–8]
Czechia, Total,2016,64[ 49–88],69[ 54–92],60[ 43–84]
Czechia, Lower respiratory infections,2016,6[ 3–10],6[ 3–10],6[ 3–9]
Czechia," Trachea, bronchus, lung cancers",2016,6[ 3–11],8[ 4–15],4[ 2–8]
Czechia, Ischaemic heart disease,2016,38[ 25–52],39[ 29–52],36[ 22–53]
Czechia, Stroke,2016,9[ 5–16],8[ 5–12],9[ 5–20]
Czechia, Chronic obstructive pulmonary disease,2016,7[ 3–11],8[ 4–13],5[ 2–9]
Democratic People's Republic of Korea, Total,2016,231[ 197–257],237[ 196–272],225[ 193–249]
Democratic People's Republic of Korea, Lower respiratory infections,2016,12[ 10–14],12[ 10–14],12[ 10–13]
Democratic People's Republic of Korea," Trachea, bronchus, lung cancers",2016,31[ 24–37],32[ 23–39],30[ 23–35]
Democratic People's Republic of Korea, Ischaemic heart disease,2016,49[ 41–56],53[ 44–62],45[ 36–54]
Democratic People's Republic of Korea, Stroke,2016,65[ 53–76],74[ 59–88],57[ 45–69]
Democratic People's Republic of Korea, Chronic obstructive pulmonary disease,2016,72[ 54–86],64[ 36–86],79[ 62–91]
Democratic Republic of the Congo, Total,2016,101[ 90–110],96[ 86–105],105[ 95–114]
Democratic Republic of the Congo, Lower respiratory infections,2016,63[ 53–71],63[ 54–71],63[ 53–70]
Democratic Republic of the Congo," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–0],0[ 0–0]
Democratic Republic of the Congo, Ischaemic heart disease,2016,15[ 14–17],15[ 13–17],16[ 14–18]
Democratic Republic of the Congo, Stroke,2016,14[ 12–16],12[ 10–13],17[ 15–20]
Democratic Republic of the Congo, Chronic obstructive pulmonary disease,2016,7[ 5–8],5[ 3–7],8[ 6–9]
Denmark, Total,2016,30[ 22–40],31[ 23–41],29[ 21–40]
Denmark, Lower respiratory infections,2016,4[ 1–7],3[ 1–7],4[ 1–8]
Denmark," Trachea, bronchus, lung cancers",2016,4[ 2–7],4[ 2–8],4[ 2–7]
Denmark, Ischaemic heart disease,2016,10[ 6–13],11[ 8–15],8[ 5–12]
Denmark, Stroke,2016,5[ 2–10],4[ 2–9],5[ 2–13]
Denmark, Chronic obstructive pulmonary disease,2016,8[ 3–15],8[ 3–14],8[ 3–16]
Djibouti, Total,2016,99[ 88–108],106[ 94–116],92[ 82–100]
Djibouti, Lower respiratory infections,2016,46[ 38–52],48[ 40–55],44[ 37–49]
Djibouti," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–1],1[ 1–1]
Djibouti, Ischaemic heart disease,2016,28[ 24–31],32[ 28–36],24[ 21–27]
Djibouti, Stroke,2016,16[ 14–19],16[ 14–18],17[ 14–19]
Djibouti, Chronic obstructive pulmonary disease,2016,6[ 5–8],8[ 4–10],5[ 4–6]
Dominican Republic, Total,2016,38[ 30–47],43[ 34–52],34[ 27–43]
Dominican Republic, Lower respiratory infections,2016,5[ 3–7],5[ 3–8],5[ 3–7]
Dominican Republic," Trachea, bronchus, lung cancers",2016,2[ 1–3],2[ 1–3],2[ 1–3]
Dominican Republic, Ischaemic heart disease,2016,21[ 17–26],24[ 19–30],19[ 14–23]
Dominican Republic, Stroke,2016,8[ 6–11],8[ 6–11],7[ 5–10]
Dominican Republic, Chronic obstructive pulmonary disease,2016,2[ 1–4],2[ 1–4],2[ 1–3]
Ecuador, Total,2016,22[ 16–31],24[ 18–33],21[ 15–29]
Ecuador, Lower respiratory infections,2016,6[ 3–10],6[ 3–10],6[ 3–10]
Ecuador," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 0–1],1[ 0–1]
Ecuador, Ischaemic heart disease,2016,8[ 6–11],9[ 7–12],7[ 5–9]
Ecuador, Stroke,2016,4[ 3–6],4[ 3–6],4[ 2–6]
Ecuador, Chronic obstructive pulmonary disease,2016,4[ 2–6],4[ 2–7],3[ 2–6]
Egypt, Total,2016,73[ 64–91],80[ 71–98],66[ 57–84]
Egypt, Lower respiratory infections,2016,10[ 7–12],11[ 9–15],8[ 6–10]
Egypt," Trachea, bronchus, lung cancers",2016,2[ 1–2],2[ 2–3],1[ 1–1]
Egypt, Ischaemic heart disease,2016,42[ 35–53],46[ 39–58],38[ 32–49]
Egypt, Stroke,2016,13[ 11–16],12[ 10–16],14[ 11–17]
Egypt, Chronic obstructive pulmonary disease,2016,7[ 4–10],8[ 5–11],5[ 4–8]
El Salvador, Total,2016,42[ 33–53],47[ 36–58],39[ 30–49]
El Salvador, Lower respiratory infections,2016,11[ 7–15],12[ 8–17],9[ 6–13]
El Salvador," Trachea, bronchus, lung cancers",2016,1[ 1–2],1[ 1–2],1[ 1–2]
El Salvador, Ischaemic heart disease,2016,22[ 16–28],24[ 18–30],19[ 14–25]
El Salvador, Stroke,2016,4[ 3–5],4[ 3–5],4[ 3–5]
El Salvador, Chronic obstructive pulmonary disease,2016,5[ 3–7],4[ 2–7],5[ 3–7]
Equatorial Guinea, Total,2016,100[ 75–120],97[ 73–117],104[ 77–125]
